",client_id,age,job,marital,education,credit_default,mortgage,month,day,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,cons_price_idx,euribor_three_months,campaign_outcome"
"3849,28563,41,services,single,high.school,no,no,apr,19,134,1,0,nonexistent,93.075,1.415,no"
"3850,28564,32,admin.,married,university.degree,no,yes,apr,23,166,1,0,nonexistent,93.075,1.415,no"
"3851,28565,41,services,married,high.school,no,yes,apr,20,301,1,1,failure,93.075,1.415,no"
"3852,28566,32,admin.,married,university.degree,no,yes,apr,5,177,1,0,nonexistent,93.075,1.415,no"
"3853,28567,52,entrepreneur,married,university.degree,no,yes,apr,27,126,1,2,failure,93.075,1.415,no"
"3854,28568,44,technician,married,professional.course,no,yes,apr,18,56,1,1,failure,93.075,1.415,no"
"3855,28569,60,housemaid,married,basic.4y,no,no,apr,11,85,1,0,nonexistent,93.075,1.415,no"
"3856,28570,40,blue-collar,divorced,unknown,unknown,no,apr,5,149,1,0,nonexistent,93.075,1.415,no"
"3857,28571,59,admin.,divorced,university.degree,no,no,apr,2,194,1,0,nonexistent,93.075,1.415,no"
"3858,28572,49,management,married,university.degree,no,no,apr,19,1214,1,0,nonexistent,93.075,1.415,yes"
"3859,28573,21,admin.,single,high.school,no,yes,apr,22,122,1,0,nonexistent,93.075,1.415,no"
"3860,28574,32,unemployed,single,university.degree,no,no,apr,28,110,1,0,nonexistent,93.075,1.415,yes"
"3861,28575,32,unemployed,single,university.degree,no,yes,apr,9,187,1,0,nonexistent,93.075,1.415,no"
"3862,28576,44,unemployed,divorced,basic.9y,no,no,apr,20,114,1,0,nonexistent,93.075,1.415,no"
"3863,28577,36,housemaid,married,basic.4y,no,yes,apr,21,310,7,0,nonexistent,93.075,1.415,no"
"3864,28578,42,blue-collar,married,basic.4y,no,no,apr,16,1217,3,0,nonexistent,93.075,1.415,yes"
"3865,28579,29,technician,single,university.degree,no,yes,apr,25,389,2,0,nonexistent,93.075,1.415,yes"
"3866,28580,58,retired,divorced,university.degree,no,yes,apr,9,48,1,0,nonexistent,93.075,1.415,no"
"3867,28581,26,admin.,single,high.school,no,no,apr,7,171,1,0,nonexistent,93.075,1.415,yes"
"3868,28582,66,retired,married,basic.4y,no,yes,apr,5,512,11,0,nonexistent,93.075,1.415,yes"
"3869,28583,32,unemployed,single,university.degree,no,yes,apr,1,125,2,0,nonexistent,93.075,1.415,no"
"3870,28584,44,technician,single,professional.course,no,yes,apr,24,412,2,0,nonexistent,93.075,1.415,no"
"3871,28585,32,admin.,single,high.school,no,yes,apr,6,120,1,0,nonexistent,93.075,1.415,no"
"3872,28586,70,retired,married,basic.4y,no,no,apr,22,86,1,0,nonexistent,93.075,1.415,no"
"3873,28587,67,retired,married,professional.course,no,yes,apr,4,140,1,0,nonexistent,93.075,1.415,yes"
"3874,28588,27,technician,single,professional.course,no,no,apr,11,72,1,0,nonexistent,93.075,1.415,no"
"3875,28589,37,admin.,married,university.degree,no,yes,apr,15,135,1,0,nonexistent,93.075,1.415,yes"
"3876,28590,52,blue-collar,married,basic.4y,no,yes,apr,16,437,1,1,failure,93.075,1.415,no"
"3877,28591,33,admin.,married,university.degree,no,no,apr,5,441,1,0,nonexistent,93.075,1.415,yes"
"3878,28592,52,blue-collar,married,basic.4y,no,no,apr,2,358,1,0,nonexistent,93.075,1.415,no"
"3879,28593,33,admin.,married,university.degree,no,yes,apr,5,355,1,0,nonexistent,93.075,1.415,yes"
"3880,28594,57,technician,married,high.school,no,yes,apr,16,82,1,1,failure,93.075,1.415,no"
"3881,28595,26,admin.,single,high.school,no,yes,apr,1,170,3,0,nonexistent,93.075,1.415,yes"
"3882,28596,57,technician,married,high.school,no,no,apr,20,469,1,0,nonexistent,93.075,1.415,no"
"3883,28597,57,technician,married,high.school,no,yes,apr,30,99,1,0,nonexistent,93.075,1.415,no"
"3884,28598,58,retired,divorced,university.degree,no,yes,apr,16,129,1,0,nonexistent,93.075,1.415,yes"
"3885,28599,31,admin.,married,university.degree,no,no,apr,23,118,3,0,nonexistent,93.075,1.415,yes"
"3886,28600,43,management,married,basic.6y,no,no,apr,23,121,1,1,failure,93.075,1.415,no"
"3887,28601,25,student,single,high.school,no,no,apr,25,405,1,0,nonexistent,93.075,1.415,yes"
"3888,28602,25,student,single,high.school,no,no,apr,12,442,1,0,nonexistent,93.075,1.415,no"
"3889,28603,25,student,single,high.school,no,no,apr,23,54,1,0,nonexistent,93.075,1.415,no"
"3890,28604,30,admin.,married,university.degree,no,no,apr,3,1038,2,0,nonexistent,93.075,1.415,yes"
"3891,28605,33,admin.,single,university.degree,no,yes,apr,3,117,1,0,nonexistent,93.075,1.415,no"
"3892,28606,31,admin.,single,university.degree,no,no,apr,6,85,2,0,nonexistent,93.075,1.415,no"
"3893,28607,55,blue-collar,single,basic.4y,no,yes,apr,22,171,2,0,nonexistent,93.075,1.415,no"
"3894,28608,37,services,married,basic.9y,no,yes,apr,13,103,2,0,nonexistent,93.075,1.415,no"
"3895,28609,33,blue-collar,married,basic.9y,no,no,apr,13,397,2,1,failure,93.075,1.415,no"
"3896,28610,51,management,married,unknown,no,yes,apr,15,309,2,0,nonexistent,93.075,1.415,no"
"3897,28611,37,admin.,married,university.degree,no,yes,apr,4,142,5,0,nonexistent,93.075,1.415,no"
"3898,28612,56,entrepreneur,married,basic.9y,no,yes,apr,16,185,2,0,nonexistent,93.075,1.415,no"
"3899,28613,30,admin.,married,university.degree,no,no,apr,6,520,3,1,failure,93.075,1.415,no"
"3900,28614,66,retired,married,basic.4y,no,no,apr,13,139,5,1,failure,93.075,1.415,yes"
"3901,28615,30,management,single,university.degree,no,no,apr,28,244,3,0,nonexistent,93.075,1.415,no"
"3902,28616,45,management,married,university.degree,no,no,apr,2,221,4,0,nonexistent,93.075,1.415,no"
"3903,28617,54,blue-collar,married,basic.4y,no,no,apr,18,266,2,0,nonexistent,93.075,1.415,no"
"3904,28618,43,blue-collar,married,basic.6y,no,no,apr,11,623,2,2,failure,93.075,1.415,no"
"3905,28619,71,retired,married,high.school,no,yes,apr,19,162,2,0,nonexistent,93.075,1.415,no"
"3906,28620,39,technician,single,professional.course,no,yes,apr,25,80,3,0,nonexistent,93.075,1.415,no"
"3907,28621,40,blue-collar,single,basic.4y,unknown,no,apr,13,158,2,1,failure,93.075,1.415,no"
"3908,28622,39,technician,single,professional.course,no,no,apr,11,540,3,1,success,93.075,1.415,no"
"3909,28623,55,admin.,married,high.school,no,yes,apr,14,140,3,1,failure,93.075,1.415,no"
"3910,28624,41,services,single,high.school,no,yes,apr,5,264,2,0,nonexistent,93.075,1.415,yes"
"3911,28625,36,management,married,university.degree,no,no,apr,22,353,2,0,nonexistent,93.075,1.415,yes"
"3912,28626,51,entrepreneur,married,illiterate,no,no,apr,10,87,2,0,nonexistent,93.075,1.41,no"
"3913,28627,51,entrepreneur,married,illiterate,no,yes,apr,27,838,3,0,nonexistent,93.075,1.41,yes"
"3914,28628,63,retired,married,unknown,no,yes,apr,10,144,4,0,nonexistent,93.075,1.41,yes"
"3915,28629,26,blue-collar,married,basic.9y,no,no,apr,27,78,2,0,nonexistent,93.075,1.41,yes"
"3916,28630,42,blue-collar,married,basic.9y,no,no,apr,2,55,4,0,nonexistent,93.075,1.41,no"
"3917,28631,47,entrepreneur,married,university.degree,no,no,apr,8,206,3,0,nonexistent,93.075,1.41,no"
"3918,28632,30,admin.,married,high.school,unknown,yes,apr,9,648,1,0,nonexistent,93.075,1.41,yes"
"3919,28633,26,blue-collar,married,basic.9y,no,yes,apr,7,251,2,0,nonexistent,93.075,1.41,yes"
"3920,28634,39,management,single,university.degree,unknown,no,apr,30,370,1,1,failure,93.075,1.41,no"
"3921,28635,26,blue-collar,married,basic.9y,no,no,apr,9,334,2,0,nonexistent,93.075,1.41,yes"
"3922,28636,35,services,married,high.school,no,yes,apr,29,137,1,1,failure,93.075,1.41,no"
"3923,28637,29,admin.,married,university.degree,no,yes,apr,28,122,3,0,nonexistent,93.075,1.41,no"
"3924,28638,39,management,single,university.degree,unknown,yes,apr,7,75,2,0,nonexistent,93.075,1.41,no"
"3925,28639,57,technician,married,university.degree,no,yes,apr,4,836,1,0,nonexistent,93.075,1.41,yes"
"3926,28640,40,entrepreneur,married,professional.course,unknown,yes,apr,20,176,1,1,failure,93.075,1.41,no"
"3927,28641,29,admin.,single,university.degree,no,no,apr,16,271,2,0,nonexistent,93.075,1.41,yes"
"3928,28642,33,blue-collar,married,basic.9y,no,yes,apr,14,827,1,1,failure,93.075,1.41,no"
"3929,28643,38,blue-collar,married,basic.9y,no,yes,apr,1,218,1,0,nonexistent,93.075,1.41,no"
"3930,28644,38,blue-collar,married,basic.4y,unknown,yes,apr,2,258,1,1,failure,93.075,1.41,no"
"3931,28645,64,retired,married,basic.6y,no,yes,apr,9,67,4,0,nonexistent,93.075,1.41,no"
"3932,28646,57,retired,married,basic.4y,no,no,apr,28,199,2,1,failure,93.075,1.41,no"
"3933,28647,29,admin.,single,university.degree,no,no,apr,19,71,2,0,nonexistent,93.075,1.41,no"
"3934,28648,48,blue-collar,married,basic.4y,no,no,apr,5,220,1,0,nonexistent,93.075,1.41,no"
"3935,28649,33,admin.,married,university.degree,no,yes,apr,4,124,1,0,nonexistent,93.075,1.41,no"
"3936,28650,42,services,married,high.school,unknown,yes,apr,20,243,1,1,failure,93.075,1.41,no"
"3937,28651,52,services,divorced,high.school,no,no,apr,4,198,2,0,nonexistent,93.075,1.41,no"
"3938,28652,54,entrepreneur,divorced,unknown,no,no,apr,7,461,2,1,failure,93.075,1.41,no"
"3939,28653,45,entrepreneur,married,university.degree,no,no,apr,5,82,1,0,nonexistent,93.075,1.41,no"
"3940,28654,37,entrepreneur,married,professional.course,no,no,apr,8,284,1,1,failure,93.075,1.41,no"
"3941,28655,52,retired,married,basic.4y,unknown,no,apr,3,204,1,1,failure,93.075,1.41,no"
"3942,28656,31,technician,married,university.degree,no,yes,apr,9,35,1,0,nonexistent,93.075,1.41,no"
"3943,28657,52,blue-collar,divorced,basic.4y,no,yes,apr,13,291,1,1,failure,93.075,1.41,no"
"3944,28658,27,services,single,university.degree,no,yes,apr,19,201,1,0,nonexistent,93.075,1.41,no"
"3945,28659,27,services,single,university.degree,no,yes,apr,19,297,1,0,nonexistent,93.075,1.41,no"
"3946,28660,27,services,single,university.degree,no,yes,apr,19,384,1,0,nonexistent,93.075,1.41,no"
"3947,28661,35,admin.,married,university.degree,no,no,apr,19,250,1,0,nonexistent,93.075,1.41,no"
"3948,28662,45,blue-collar,married,basic.4y,unknown,yes,apr,23,479,1,1,failure,93.075,1.41,no"
"3949,28663,40,blue-collar,married,basic.9y,unknown,yes,apr,24,324,1,1,failure,93.075,1.41,no"
"3950,28664,44,entrepreneur,divorced,university.degree,no,no,apr,23,404,1,0,nonexistent,93.075,1.41,no"
"3951,28665,27,blue-collar,single,basic.4y,no,yes,apr,19,156,1,0,nonexistent,93.075,1.41,no"
"3952,28666,27,blue-collar,single,basic.4y,no,yes,apr,9,240,1,0,nonexistent,93.075,1.41,no"
"3953,28667,43,services,married,high.school,no,no,apr,4,60,1,1,failure,93.075,1.41,no"
"3954,28668,36,blue-collar,married,basic.4y,unknown,yes,apr,8,403,1,0,nonexistent,93.075,1.41,no"
"3955,28669,32,blue-collar,married,basic.9y,no,yes,apr,7,114,1,1,failure,93.075,1.41,no"
"3956,28670,42,blue-collar,married,basic.4y,no,yes,apr,17,35,1,0,nonexistent,93.075,1.41,no"
"3957,28671,32,blue-collar,married,basic.9y,no,yes,apr,5,188,1,1,failure,93.075,1.41,no"
"3958,28672,45,entrepreneur,married,basic.4y,unknown,yes,apr,24,618,1,0,nonexistent,93.075,1.41,no"
"3959,28673,27,blue-collar,single,basic.4y,no,yes,apr,6,528,1,0,nonexistent,93.075,1.41,no"
"3960,28674,54,blue-collar,married,basic.4y,no,no,apr,2,104,1,1,failure,93.075,1.41,no"
"3961,28675,27,blue-collar,single,basic.4y,no,no,apr,10,622,1,0,nonexistent,93.075,1.41,no"
"3962,28676,32,blue-collar,married,basic.9y,no,no,apr,23,583,1,1,success,93.075,1.41,yes"
"3963,28677,44,technician,divorced,professional.course,unknown,yes,apr,18,18,3,1,failure,93.075,1.41,no"
"3964,28678,24,management,single,university.degree,no,yes,apr,23,91,1,0,nonexistent,93.075,1.41,no"
"3965,28679,54,blue-collar,married,basic.4y,no,yes,apr,1,743,1,0,nonexistent,93.075,1.41,no"
"3966,28680,40,blue-collar,married,basic.9y,unknown,yes,apr,11,283,1,0,nonexistent,93.075,1.41,no"
"3967,28681,44,technician,divorced,professional.course,unknown,yes,apr,20,172,2,0,nonexistent,93.075,1.41,no"
"3968,28682,31,blue-collar,married,basic.4y,no,yes,apr,2,39,1,1,failure,93.075,1.41,no"
"3969,28683,52,blue-collar,divorced,basic.4y,no,no,apr,10,474,2,0,nonexistent,93.075,1.41,no"
"3970,28684,29,admin.,single,high.school,no,yes,apr,15,275,1,0,nonexistent,93.075,1.41,no"
"3971,28685,32,admin.,married,university.degree,no,yes,apr,10,361,1,1,failure,93.075,1.41,no"
"3972,28686,24,management,single,university.degree,no,yes,apr,30,124,1,0,nonexistent,93.075,1.41,no"
"3973,28687,44,blue-collar,married,high.school,unknown,yes,apr,4,253,1,1,failure,93.075,1.41,no"
"3974,28688,29,blue-collar,single,basic.9y,no,unknown,apr,12,350,1,1,failure,93.075,1.41,no"
"3975,28689,46,technician,married,professional.course,no,yes,apr,16,309,1,1,failure,93.075,1.41,no"
"3976,28690,54,management,married,university.degree,no,no,apr,19,339,1,0,nonexistent,93.075,1.41,no"
"3977,28691,26,blue-collar,married,basic.9y,no,yes,apr,27,77,3,0,nonexistent,93.075,1.41,no"
"3978,28692,37,admin.,married,university.degree,no,no,apr,9,58,3,0,nonexistent,93.075,1.41,no"
"3979,28693,40,entrepreneur,married,basic.9y,no,yes,apr,1,125,2,0,nonexistent,93.075,1.41,no"
"3980,28694,35,admin.,married,professional.course,no,no,apr,24,34,1,0,nonexistent,93.075,1.41,no"
"3981,28695,27,blue-collar,single,basic.4y,no,yes,apr,22,191,2,1,failure,93.075,1.41,no"
"3982,28696,45,services,divorced,basic.4y,no,no,apr,1,1579,1,1,failure,93.075,1.41,yes"
"3983,28697,40,services,married,high.school,no,yes,apr,20,228,2,0,nonexistent,93.075,1.41,no"
"3984,28698,41,blue-collar,married,basic.4y,no,no,apr,22,316,1,1,failure,93.075,1.41,no"
"3985,28699,43,management,married,unknown,unknown,no,apr,19,177,1,0,nonexistent,93.075,1.41,no"
"3986,28700,43,management,married,unknown,unknown,no,apr,22,35,1,0,nonexistent,93.075,1.41,no"
"3987,28701,32,admin.,single,university.degree,no,yes,apr,29,495,1,0,nonexistent,93.075,1.41,yes"
"3988,28702,51,blue-collar,married,basic.6y,no,yes,apr,11,150,1,0,nonexistent,93.075,1.41,no"
"3989,28703,37,admin.,single,high.school,no,no,apr,2,617,1,1,failure,93.075,1.41,no"
"3990,28704,35,admin.,single,high.school,no,yes,apr,19,352,1,0,nonexistent,93.075,1.41,no"
"3991,28705,37,technician,divorced,professional.course,no,yes,apr,7,211,1,0,nonexistent,93.075,1.41,no"
"3992,28706,50,blue-collar,married,basic.9y,unknown,yes,apr,6,99,1,1,failure,93.075,1.41,no"
"3993,28707,59,blue-collar,married,basic.9y,no,yes,apr,8,177,1,0,nonexistent,93.075,1.41,no"
"3994,28708,38,entrepreneur,married,university.degree,unknown,yes,apr,8,137,1,0,nonexistent,93.075,1.41,no"
"3995,28709,39,blue-collar,married,unknown,unknown,no,apr,20,156,1,1,success,93.075,1.41,no"
"3996,28710,45,blue-collar,married,unknown,no,yes,apr,24,268,1,1,failure,93.075,1.41,no"
"3997,28711,31,technician,single,professional.course,no,yes,apr,11,270,1,1,failure,93.075,1.41,no"
"3998,28712,56,admin.,married,basic.9y,no,no,apr,30,94,1,0,nonexistent,93.075,1.41,no"
"3999,28713,38,technician,married,professional.course,no,yes,apr,8,54,1,0,nonexistent,93.075,1.41,no"
"4000,28714,32,admin.,single,university.degree,no,no,apr,24,670,1,0,nonexistent,93.075,1.41,no"
"4001,28715,47,admin.,single,high.school,no,no,apr,18,1025,1,0,nonexistent,93.075,1.41,yes"
"4002,28716,46,self-employed,divorced,basic.9y,no,yes,apr,22,168,1,0,nonexistent,93.075,1.41,no"
"4003,28717,47,admin.,single,high.school,no,yes,apr,12,1122,1,0,nonexistent,93.075,1.41,no"
"4004,28718,55,management,married,basic.4y,unknown,no,apr,16,98,1,0,nonexistent,93.075,1.41,no"
"4005,28719,43,management,married,unknown,unknown,no,apr,5,75,2,0,nonexistent,93.075,1.41,no"
"4006,28720,26,admin.,single,university.degree,no,unknown,apr,26,176,1,0,nonexistent,93.075,1.41,no"
"4007,28721,36,blue-collar,married,unknown,no,yes,apr,8,90,1,1,failure,93.075,1.41,no"
"4008,28722,31,blue-collar,married,basic.9y,no,yes,apr,19,172,1,0,nonexistent,93.075,1.41,no"
"4009,28723,41,self-employed,married,university.degree,no,yes,apr,8,884,1,1,failure,93.075,1.41,no"
"4010,28724,29,admin.,single,university.degree,no,no,apr,10,298,4,0,nonexistent,93.075,1.41,yes"
"4011,28725,69,retired,married,unknown,no,no,apr,10,117,1,0,nonexistent,93.075,1.41,no"
"4012,28726,36,blue-collar,married,unknown,no,no,apr,12,1174,1,0,nonexistent,93.075,1.41,yes"
"4013,28727,27,admin.,single,high.school,no,no,apr,24,229,1,0,nonexistent,93.075,1.41,no"
"4014,28728,27,admin.,single,high.school,no,no,apr,5,284,1,1,failure,93.075,1.41,no"
"4015,28729,44,blue-collar,married,basic.6y,no,yes,apr,30,272,2,1,failure,93.075,1.41,no"
"4016,28730,19,student,single,basic.9y,no,no,apr,23,165,3,0,nonexistent,93.075,1.41,no"
"4017,28731,45,blue-collar,married,basic.9y,unknown,yes,apr,24,244,1,0,nonexistent,93.075,1.41,no"
"4018,28732,70,retired,married,unknown,no,yes,apr,23,346,2,0,nonexistent,93.075,1.41,yes"
"4019,28733,47,entrepreneur,married,university.degree,no,yes,apr,21,150,1,0,nonexistent,93.075,1.41,no"
"4020,28734,20,student,single,high.school,no,yes,apr,12,80,1,0,nonexistent,93.075,1.41,no"
"4021,28735,31,blue-collar,married,basic.9y,no,yes,apr,4,126,2,2,failure,93.075,1.41,no"
"4022,28736,47,blue-collar,married,basic.9y,no,yes,apr,22,693,2,0,nonexistent,93.075,1.41,no"
"4023,28737,33,blue-collar,divorced,basic.9y,unknown,no,apr,3,129,1,0,nonexistent,93.075,1.41,no"
"4024,28738,32,admin.,single,university.degree,no,yes,apr,5,83,1,0,nonexistent,93.075,1.41,no"
"4025,28739,38,services,married,high.school,no,yes,apr,15,144,1,0,nonexistent,93.075,1.41,no"
"4026,28740,31,blue-collar,married,basic.9y,no,yes,apr,12,257,2,1,failure,93.075,1.41,no"
"4027,28741,50,self-employed,married,university.degree,no,yes,apr,29,1463,2,0,nonexistent,93.075,1.41,yes"
"4028,28742,42,entrepreneur,married,basic.9y,no,yes,apr,5,76,3,0,nonexistent,93.075,1.41,no"
"4029,28743,33,technician,married,professional.course,no,no,apr,12,285,1,0,nonexistent,93.075,1.41,yes"
"4030,28744,37,blue-collar,married,basic.9y,no,yes,apr,15,218,1,1,failure,93.075,1.41,no"
"4031,28745,34,blue-collar,married,basic.4y,unknown,yes,apr,30,570,2,0,nonexistent,93.075,1.41,no"
"4032,28746,42,blue-collar,married,basic.4y,no,yes,apr,23,174,2,2,failure,93.075,1.41,no"
"4033,28747,29,blue-collar,single,basic.9y,no,unknown,apr,11,462,1,0,nonexistent,93.075,1.41,no"
"4034,28748,26,student,single,university.degree,no,yes,apr,16,76,4,0,nonexistent,93.075,1.41,no"
"4035,28749,45,entrepreneur,married,basic.4y,unknown,no,apr,1,281,1,0,nonexistent,93.075,1.41,no"
"4036,28750,37,admin.,married,professional.course,no,yes,apr,25,1087,2,1,failure,93.075,1.41,no"
"4037,28751,44,blue-collar,married,basic.4y,no,yes,apr,29,178,1,0,nonexistent,93.075,1.41,no"
"4038,28752,33,technician,married,professional.course,no,no,apr,28,667,1,0,nonexistent,93.075,1.41,yes"
"4039,28753,37,technician,divorced,professional.course,no,yes,apr,12,62,1,1,failure,93.075,1.41,no"
"4040,28754,29,admin.,divorced,basic.9y,no,yes,apr,12,114,4,0,nonexistent,93.075,1.41,no"
"4041,28755,41,services,married,high.school,no,yes,apr,27,60,2,0,nonexistent,93.075,1.41,no"
"4042,28756,47,blue-collar,married,basic.9y,no,yes,apr,24,563,1,0,nonexistent,93.075,1.41,no"
"4043,28757,35,unemployed,married,professional.course,no,yes,apr,1,79,1,0,nonexistent,93.075,1.41,no"
"4044,28758,53,services,divorced,high.school,unknown,yes,apr,5,198,1,0,nonexistent,93.075,1.41,no"
"4045,28759,38,admin.,married,high.school,no,yes,apr,12,118,2,1,failure,93.075,1.41,no"
"4046,28760,27,admin.,single,high.school,no,no,apr,14,314,2,1,failure,93.075,1.41,no"
"4047,28761,28,blue-collar,single,basic.9y,unknown,yes,apr,8,241,1,0,nonexistent,93.075,1.41,no"
"4048,28762,53,services,divorced,high.school,unknown,no,apr,22,653,1,0,nonexistent,93.075,1.41,no"
"4049,28763,59,blue-collar,married,basic.9y,no,yes,apr,10,66,1,1,failure,93.075,1.41,no"
"4050,28764,40,management,married,basic.6y,no,yes,apr,21,77,1,1,failure,93.075,1.41,no"
"4051,28765,24,blue-collar,married,basic.9y,no,no,apr,25,178,1,0,nonexistent,93.075,1.41,no"
"4052,28766,24,admin.,single,university.degree,no,yes,apr,9,127,1,0,nonexistent,93.075,1.41,yes"
"4053,28767,33,services,single,basic.9y,no,yes,apr,28,483,2,0,nonexistent,93.075,1.41,no"
"4054,28768,33,admin.,single,university.degree,no,yes,apr,8,308,1,0,nonexistent,93.075,1.41,no"
"4055,28769,49,management,married,university.degree,no,no,apr,9,289,1,1,failure,93.075,1.41,no"
"4056,28770,49,management,married,university.degree,no,yes,apr,20,44,1,0,nonexistent,93.075,1.41,no"
"4057,28771,34,technician,married,university.degree,no,yes,apr,4,168,1,0,nonexistent,93.075,1.41,no"
"4058,28772,32,technician,married,university.degree,no,no,apr,9,130,1,0,nonexistent,93.075,1.41,no"
"4059,28773,70,retired,married,unknown,no,yes,apr,22,96,1,0,nonexistent,93.075,1.41,no"
"4060,28774,34,blue-collar,married,basic.4y,unknown,yes,apr,14,249,2,0,nonexistent,93.075,1.41,no"
"4061,28775,24,admin.,single,university.degree,no,yes,apr,22,100,1,0,nonexistent,93.075,1.41,no"
"4062,28776,29,services,single,basic.9y,unknown,yes,apr,9,105,2,0,nonexistent,93.075,1.41,no"
"4063,28777,30,admin.,single,high.school,no,no,apr,8,75,1,0,nonexistent,93.075,1.41,no"
"4064,28778,56,services,divorced,high.school,unknown,yes,apr,20,144,2,0,nonexistent,93.075,1.41,no"
"4065,28779,46,blue-collar,married,basic.4y,no,no,apr,17,357,2,0,nonexistent,93.075,1.41,no"
"4066,28780,46,entrepreneur,married,university.degree,no,yes,apr,17,285,5,0,nonexistent,93.075,1.41,no"
"4067,28781,37,admin.,married,professional.course,no,yes,apr,23,700,5,0,nonexistent,93.075,1.41,yes"
"4068,28782,45,blue-collar,married,basic.4y,no,no,apr,5,257,2,1,failure,93.075,1.41,no"
"4069,28783,39,admin.,married,high.school,no,yes,apr,26,487,3,0,nonexistent,93.075,1.41,no"
"4070,28784,48,services,divorced,high.school,unknown,no,apr,14,235,2,1,failure,93.075,1.41,no"
"4071,28785,41,services,single,university.degree,no,no,apr,8,290,2,0,nonexistent,93.075,1.41,no"
"4072,28786,31,admin.,married,high.school,no,no,apr,13,125,2,0,nonexistent,93.075,1.41,no"
"4073,28787,50,unemployed,married,basic.4y,unknown,yes,apr,17,241,2,1,failure,93.075,1.41,no"
"4074,28788,55,blue-collar,married,basic.4y,no,yes,apr,20,772,4,0,nonexistent,93.075,1.41,no"
"4075,28789,32,blue-collar,divorced,basic.4y,no,no,apr,1,657,4,0,nonexistent,93.075,1.41,no"
"4076,28790,29,admin.,single,high.school,no,yes,apr,9,123,3,1,success,93.075,1.41,no"
"4077,28791,37,entrepreneur,married,professional.course,no,no,apr,18,255,2,0,nonexistent,93.075,1.41,no"
"4078,28792,46,technician,married,university.degree,no,yes,apr,4,375,2,0,nonexistent,93.075,1.41,no"
"4079,28793,32,admin.,single,university.degree,no,yes,apr,12,386,2,0,nonexistent,93.075,1.41,no"
"4080,28794,53,management,married,high.school,no,yes,apr,29,280,2,1,failure,93.075,1.41,no"
"4081,28795,32,blue-collar,married,basic.4y,no,no,apr,9,772,2,1,failure,93.075,1.41,no"
"4082,28796,42,admin.,divorced,high.school,no,no,apr,5,380,3,0,nonexistent,93.075,1.41,no"
"4083,28797,38,admin.,married,high.school,no,yes,apr,12,302,2,1,failure,93.075,1.41,no"
"4084,28798,47,admin.,married,basic.6y,unknown,yes,apr,12,399,2,1,failure,93.075,1.41,no"
"4085,28799,46,self-employed,divorced,basic.9y,no,yes,apr,10,453,2,0,nonexistent,93.075,1.41,no"
"4086,28800,45,entrepreneur,married,university.degree,no,yes,apr,24,567,2,0,nonexistent,93.075,1.41,no"
"4087,28801,40,services,single,high.school,no,yes,apr,26,91,2,1,failure,93.075,1.41,no"
"4088,28802,37,technician,single,high.school,no,yes,apr,23,44,2,0,nonexistent,93.075,1.41,no"
"4089,28803,24,management,single,university.degree,no,no,apr,17,640,2,0,nonexistent,93.075,1.41,no"
"4090,28804,38,services,married,basic.9y,no,yes,apr,6,417,2,0,nonexistent,93.075,1.41,no"
"4091,28805,50,blue-collar,married,basic.9y,no,yes,apr,2,1365,2,1,failure,93.075,1.41,yes"
"4092,28806,40,admin.,divorced,university.degree,no,yes,apr,28,194,2,0,nonexistent,93.075,1.41,no"
"4093,28807,31,blue-collar,married,basic.9y,unknown,yes,apr,18,176,3,0,nonexistent,93.075,1.41,no"
"4094,28808,28,technician,single,professional.course,no,unknown,apr,2,71,2,1,failure,93.075,1.41,no"
"4095,28809,37,technician,single,high.school,no,yes,apr,29,63,2,2,failure,93.075,1.41,no"
"4096,28810,39,admin.,divorced,high.school,no,yes,apr,2,433,2,0,nonexistent,93.075,1.41,no"
"4097,28811,42,entrepreneur,married,basic.9y,no,no,apr,16,127,2,0,nonexistent,93.075,1.41,no"
"4098,28812,52,retired,married,basic.4y,unknown,yes,apr,25,449,2,0,nonexistent,93.075,1.41,no"
"4099,28813,32,services,single,high.school,no,no,apr,4,472,2,0,nonexistent,93.075,1.41,no"
"4100,28814,39,services,single,high.school,no,yes,apr,2,1007,3,1,failure,93.075,1.41,no"
"4101,28815,33,technician,married,professional.course,no,no,apr,4,383,3,1,failure,93.075,1.41,no"
"4102,28816,41,blue-collar,divorced,basic.4y,no,yes,apr,13,256,3,1,failure,93.075,1.41,no"
"4103,28817,36,blue-collar,single,high.school,no,yes,apr,22,668,3,1,failure,93.075,1.41,no"
"4104,28818,36,entrepreneur,married,university.degree,no,no,apr,22,211,2,0,nonexistent,93.075,1.41,no"
"4105,28819,24,blue-collar,married,professional.course,unknown,no,apr,23,348,2,0,nonexistent,93.075,1.41,no"
"4106,28820,44,admin.,married,high.school,no,no,apr,21,792,2,0,nonexistent,93.075,1.41,no"
"4107,28821,41,blue-collar,married,high.school,no,no,apr,6,55,2,0,nonexistent,93.075,1.41,no"
"4108,28822,47,entrepreneur,married,university.degree,no,yes,apr,18,282,2,0,nonexistent,93.075,1.41,no"
"4109,28823,27,admin.,single,high.school,no,no,apr,11,198,3,0,nonexistent,93.075,1.41,no"
"4110,28824,31,blue-collar,married,basic.9y,no,no,apr,10,104,1,1,failure,93.075,1.41,no"
"4111,28825,45,technician,single,professional.course,no,no,apr,3,370,3,1,failure,93.075,1.41,no"
